"DateTime","Container","Dry Bulk","General Cargo","Roll-on/roll-off","Tanker","7-day Moving Average","Prior Year: 7-day Moving Average"
"2019-06-27 00:00:00",0,0,0,0,4411,6463.285714285715,
"2019-06-28 00:00:00",0,16951,5193,0,4024,9889.57142857143,
"2019-06-29 00:00:00",0,0,0,0,0,9889.57142857143,
"2019-06-30 00:00:00",0,0,1036,1692,0,10279.285714285714,
"2019-07-01 00:00:00",778,0,0,0,0,5656.142857142857,
"2019-07-02 00:00:00",0,0,0,0,0,5656.142857142857,
"2019-07-03 00:00:00",3892,0,0,0,38434,10916.142857142857,
"2019-07-04 00:00:00",0,0,0,0,0,10286,
"2019-07-05 00:00:00",0,0,0,0,0,6547.571428571428,
"2019-07-06 00:00:00",0,60521,2713,0,0,15581,
"2019-07-07 00:00:00",0,0,0,0,29734,19439,
"2019-07-08 00:00:00",0,0,1553,0,0,19549.714285714286,
"2019-07-09 00:00:00",451,0,0,0,0,19614.14285714286,
"2019-07-10 00:00:00",1840,24355,0,0,6068,18176.571428571428,
"2019-07-11 00:00:00",0,0,0,1573,0,18401.285714285714,
"2019-07-12 00:00:00",0,0,0,0,0,18401.285714285714,
"2019-07-13 00:00:00",778,0,0,0,0,9479,
"2019-07-14 00:00:00",0,0,0,0,0,5231.285714285715,
"2019-07-15 00:00:00",0,0,1036,0,0,5157.428571428572,
"2019-07-16 00:00:00",778,0,2280,0,0,5529.857142857143,
"2019-07-17 00:00:00",778,0,1036,0,4411,1810.142857142857,
"2019-07-18 00:00:00",0,0,0,0,0,1585.4285714285713,
"2019-07-19 00:00:00",0,0,0,0,36970,6866.857142857143,
"2019-07-20 00:00:00",3507,0,164,0,0,7280.285714285715,
"2019-07-21 00:00:00",0,0,0,0,0,7280.285714285715,
"2019-07-22 00:00:00",0,0,1394,0,0,7331.428571428572,
"2019-07-23 00:00:00",0,0,0,1692,0,7136.285714285715,
"2019-07-24 00:00:00",0,0,0,0,0,6246.857142857143,
"2019-07-25 00:00:00",356,29837,0,0,0,10560.142857142857,
"2019-07-26 00:00:00",0,0,0,0,0,5278.714285714285,
"2019-07-27 00:00:00",0,0,2072,0,0,5050.142857142857,
"2019-07-28 00:00:00",6735,0,0,0,0,6012.285714285715,
"2019-07-29 00:00:00",778,0,0,0,0,5924.285714285715,
"2019-07-30 00:00:00",0,59480,0,0,0,14179.714285714286,
"2019-07-31 00:00:00",778,0,1307,0,37560,19843.428571428572,
"2019-08-01 00:00:00",0,51553,2068,0,797,23304.428571428572,
"2019-08-02 00:00:00",0,0,0,0,0,23304.428571428572,
"2019-08-03 00:00:00",0,0,1036,0,0,23156.428571428572,
"2019-08-04 00:00:00",0,0,4679,0,32549,27512.571428571428,
"2019-08-05 00:00:00",83,0,1560,0,0,27636.14285714286,
"2019-08-06 00:00:00",0,0,0,0,0,19139,
"2019-08-07 00:00:00",0,0,0,0,4411,14105.42857142857,
"2019-08-08 00:00:00",778,0,0,0,0,6442.285714285715,
"2019-08-09 00:00:00",0,0,2719,0,0,6830.714285714285,
"2019-08-10 00:00:00",0,0,4356,0,0,7305,
"2019-08-11 00:00:00",0,0,0,0,0,1986.7142857142858,
"2019-08-12 00:00:00",974,0,12612,0,4411,4323.142857142857,
"2019-08-13 00:00:00",0,0,1691,0,0,4564.714285714285,
"2019-08-14 00:00:00",0,0,1036,0,0,4082.5714285714284,
"2019-08-15 00:00:00",0,0,0,0,0,3971.4285714285716,
"2019-08-16 00:00:00",0,0,0,0,38943,9146.285714285714,
"2019-08-17 00:00:00",778,0,0,0,0,8635.142857142857,
"2019-08-18 00:00:00",0,0,0,0,0,8635.142857142857,
"2019-08-19 00:00:00",0,0,2894,0,0,6477.428571428572,
"2019-08-20 00:00:00",0,24727,0,0,0,9768.285714285714,
"2019-08-21 00:00:00",0,0,0,0,0,9620.285714285714,
"2019-08-22 00:00:00",2436,0,9854,0,27784,15345.142857142857,
"2019-08-23 00:00:00",0,28918,0,0,0,13913,
"2019-08-24 00:00:00",0,0,0,0,13491,15729.142857142857,
"2019-08-25 00:00:00",0,27257,459,0,0,19688.714285714286,
"2019-08-26 00:00:00",778,54504,0,0,0,27172.85714285714,
"2019-08-27 00:00:00",0,20337,0,0,0,26545.714285714286,
"2019-08-28 00:00:00",0,0,0,0,39507,32189.571428571428,
"2019-08-29 00:00:00",394,39797,0,0,0,32206.285714285714,
"2019-08-30 00:00:00",528,0,1943,4142,0,29020,
"2019-08-31 00:00:00",0,26092,4309,0,0,31435.85714285714,
"2019-09-01 00:00:00",0,0,0,0,6068,28343.14285714286,
"2019-09-02 00:00:00",778,0,1036,0,0,20704.714285714286,
"2019-09-03 00:00:00",0,0,1036,0,6068,18814.428571428572,
"2019-09-04 00:00:00",778,12209,1036,0,0,15174,
"2019-09-05 00:00:00",0,32065,184,0,0,14039.57142857143,
"2019-09-06 00:00:00",778,0,0,0,0,13205.857142857143,
"2019-09-07 00:00:00",0,10170,4641,0,43054,17129.285714285714,
"2019-09-08 00:00:00",0,0,2071,0,0,16558.285714285714,
"2019-09-09 00:00:00",208,0,0,0,4411,16959,
"2019-09-10 00:00:00",0,10170,239,0,0,17431.14285714286,
"2019-09-11 00:00:00",0,0,0,0,39309,21043.285714285714,
"2019-09-12 00:00:00",0,54216,642,0,4411,24903.14285714286,
"2019-09-13 00:00:00",0,0,0,0,0,24792,
"2019-09-14 00:00:00",0,0,1049,0,0,16675.285714285714,
"2019-09-15 00:00:00",0,0,0,0,0,16379.42857142857,
"2019-09-16 00:00:00",778,0,0,0,0,15830.714285714286,
"2019-09-17 00:00:00",0,25237,724,0,0,18052.285714285714,
"2019-09-18 00:00:00",0,35388,1681,0,0,17732.428571428572,
"2019-09-19 00:00:00",778,0,0,0,4411,10006.714285714286,
"2019-09-20 00:00:00",0,0,0,0,0,10006.714285714286,
"2019-09-21 00:00:00",0,23160,0,0,4965,13874.857142857143,
"2019-09-22 00:00:00",0,20341,4508,0,6068,18291.85714285714,
"2019-09-23 00:00:00",0,0,1036,0,3240,18791.571428571428,
"2019-09-24 00:00:00",0,23127,6247,0,40062,25002.428571428572,
"2019-09-25 00:00:00",0,63050,0,0,0,28713.85714285714,
"2019-09-26 00:00:00",356,25423,1036,0,0,31803.285714285714,
"2019-09-27 00:00:00",778,1801,0,0,0,32171.714285714286,
"2019-09-28 00:00:00",0,0,1036,1834,8822,29824,
"2019-09-29 00:00:00",0,0,1036,0,4411,26185.14285714286,
"2019-09-30 00:00:00",0,0,13670,2074,0,27823.428571428572,
"2019-10-01 00:00:00",0,0,2072,0,0,18199.85714285714,
"2019-10-02 00:00:00",778,0,0,0,0,9303.857142857143,
"2019-10-03 00:00:00",0,0,1036,0,0,5621.142857142857,
"2019-10-04 00:00:00",778,0,0,0,0,5363.857142857143,
"2019-10-05 00:00:00",0,0,0,0,0,3693.5714285714284,
"2019-10-06 00:00:00",0,0,0,0,0,2915.4285714285716,
"2019-10-07 00:00:00",0,0,0,0,4411,1296.4285714285713,
"2019-10-08 00:00:00",0,0,1036,0,5212,1893,
"2019-10-09 00:00:00",1855,21762,0,0,40912,11000.42857142857,
